Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
25/047,2025-04-29,20,21,24,30,32,38,47,21,3,3,1,5,0,1,3,2,0,0,0.00,0,0.00,82,70690.00,163,9600.00,6522.4,640.00,5299,320.00,95041.2,40.00,57992137
25/046,2025-04-26,11,15,18,21,29,40,8,21,4,2,4,2,0,3,2,1,0,0,0.00,4,433860.00,81.5,56780.00,253.1,9600.00,3642.3,640.00,7401.4,320.00,75520.3,40.00,47765614
25/045,2025-04-24,12,16,21,35,44,48,32,,3,3,2,4,0,2,1,1,2,0,0.00,3,580590.00,52.5,88470.00,150,9600.00,2890.5,640.00,4562.5,320.00,57224.4,40.00,44023948
25/044,2025-04-22,3,7,11,20,23,27,29,11,5,1,5,1,2,2,2,0,0,0,0.00,3,257460.00,233,19200.00,394,9600.00,7784.2,640.00,7386.5,320.00,103319.8,40.00,38477470
25/043,2025-04-19,1,11,24,37,45,49,22,,3,3,5,1,1,1,1,1,2,1.5,34252320.00,5,891890.00,209.5,56760.00,675,9600.00,11404.7,640.00,18134.2,320.00,206982.6,40.00,124952608
25/042,2025-04-15,10,20,21,22,23,42,49,21,5,1,2,4,1,1,3,0,1,0.5,4000000.00,0.5,748050.00,112,35620.00,173.5,9600.00,4181.5,640.00,4102.5,320.00,65769.1,40.00,40599438
25/041,2025-04-12,19,21,34,36,47,49,14,,2,4,4,2,0,1,1,2,2,1,18481150.00,2,925330.00,62.5,78960.00,130.5,9600.00,3316,640.00,4427.7,320.00,63032.1,40.00,46569726
25/040,2025-04-10,11,22,23,26,32,35,2,11,3,3,3,3,0,1,3,2,0,0,0.00,1.5,1095360.00,79.5,55110.00,189.5,9600.00,4187.6,640.00,5871.4,320.00,73760.2,40.00,44872418
25/039,2025-04-08,11,17,20,27,36,48,21,11,3,3,3,3,0,3,1,1,1,0,0.00,1.5,1010930.00,57,70940.00,230.5,9600.00,3402.7,640.00,5569.2,320.00,62987.4,40.00,41516518
25/038,2025-04-05,7,11,22,26,39,44,8,7,3,3,3,3,1,1,2,1,1,1,27684470.00,3,617140.00,114.5,43110.00,315.7,9600.00,5481,640.00,8952.9,320.00,92888.1,40.00,53806580
25/037,2025-04-03,2,4,7,29,32,40,44,,3,3,2,4,3,0,1,2,0,0,0.00,0,0.00,95.5,52110.00,178,9600.00,5492.5,640.00,5380.5,320.00,97863.5,40.00,51300798
25/036,2025-04-01,6,14,17,30,35,42,49,,3,3,2,4,1,2,1,1,1,0,0.00,0.5,952060.00,63.5,79960.00,148.5,9600.00,3534.4,640.00,4521,320.00,67088.9,40.00,48279928
25/035,2025-03-29,3,5,12,13,45,47,46,47,4,2,5,1,2,2,0,0,2,0,0.00,1,1368740.00,58.5,62390.00,156.5,9600.00,3145,640.00,3961,320.00,64642.2,40.00,36880173
25/034,2025-03-27,10,19,35,44,47,49,15,,2,4,4,2,1,1,0,1,3,1,22766170.00,3.5,616980.00,79.5,72430.00,178,9600.00,4679.5,640.00,5384.7,320.00,81757.9,40.00,55787536
25/033,2025-03-25,8,11,17,36,43,48,25,36,3,3,3,3,1,2,0,1,2,0,0.00,1,2054550.00,68,80570.00,240.5,9600.00,3830.5,640.00,6168.7,320.00,78053.4,40.00,53861448
25/032,2025-03-22,12,23,24,27,36,46,43,24,3,3,2,4,0,1,3,1,1,0.5,8231365.00,0,0.00,108,46730.00,154,9600.00,4410.6,640.00,4384,320.00,84615.1,40.00,49630505
25/031,2025-03-20,16,20,21,24,39,43,34,24,4,2,3,3,0,2,2,1,1,0,0.00,1,1768010.00,43,109640.00,126.5,9600.00,2670.5,640.00,4086.5,320.00,55182.3,40.00,43808218
25/030,2025-03-18,6,8,24,26,29,45,39,29,3,3,2,4,2,0,3,0,1,0.5,4000000.00,0,0.00,88.5,44600.00,144,9600.00,3978.3,640.00,4592.4,320.00,73763.1,40.00,40359983
25/029,2025-03-16,29,30,36,41,48,49,14,29,0,6,3,3,0,0,2,1,3,1,72097390.00,3,1715040.00,149,92080.00,438.5,9600.00,9407,640.00,12418,320.00,178501.4,40.00,130729742
25/028,2025-03-13,4,16,19,21,26,29,13,"4,21",4,2,3,3,1,2,3,0,0,0,0.00,8.5,416330.00,164.5,57360.00,427.2,9600.00,8513.5,640.00,11100,320.00,150353.3,40.00,95434162
25/027,2025-03-11,1,4,9,14,21,37,45,,5,1,4,2,3,1,1,1,0,0,0.00,3,981570.00,215.5,36430.00,377.5,9600.00,10935.1,640.00,10521.5,320.00,171923.4,40.00,85580382
25/026,2025-03-08,19,25,26,29,32,39,4,"19,39",1,5,4,2,0,1,3,2,0,0,0.00,0.5,1238975.00,97,68120.00,238.5,9600.00,5615.2,640.00,7801.5,320.00,101029.8,40.00,65624522
25/025,2025-03-06,4,11,19,20,30,39,45,,4,2,3,3,1,3,1,1,0,0,0.00,3.5,627120.00,103,56820.00,217,9600.00,6045.5,640.00,5948,320.00,107098.7,40.00,59544177
25/024,2025-03-04,1,9,14,38,42,43,23,42,3,3,3,3,2,1,0,1,2,0,0.00,1.5,1521650.00,75.7,80400.00,213.5,9600.00,3882.9,640.00,6834.3,320.00,83528.2,40.00,58733392
25/023,2025-03-01,4,15,22,25,29,42,1,"15,25",3,3,3,3,1,1,3,0,1,0,0.00,0,0.00,62.5,75790.00,219,9600.00,3456.1,640.00,6766.3,320.00,66010,40.00,47315035
25/022,2025-02-27,7,11,15,17,25,28,9,11,4,2,5,1,1,3,2,0,0,0,0.00,3,399970.00,123,26010.00,441,9600.00,5272.7,640.00,9791.1,320.00,86367.9,40.00,40697855
25/021,2025-02-25,1,2,6,11,40,47,32,,4,2,3,3,3,1,0,1,1,1,43865730.00,3.5,888100.00,105,78940.00,313.8,9600.00,8505.3,640.00,9223.1,320.00,167308,40.00,85452267
25/020,2025-02-22,14,15,20,27,41,44,33,"20,27,41,44",3,3,3,3,0,3,1,0,2,0,0.00,4,658210.00,80,87760.00,199.5,9600.00,5661.5,640.00,6612,320.00,83447.6,40.00,66984453
25/019,2025-02-20,13,20,22,27,41,44,36,13,3,3,3,3,0,2,2,0,2,0,0.00,1,2425350.00,69.5,93050.00,193.5,9600.00,4209.7,640.00,5692,320.00,80704.1,40.00,61052432
25/018,2025-02-18,3,7,13,35,37,39,23,,3,3,6,0,2,1,0,3,0,0,0.00,4,512930.00,107,51130.00,364,9600.00,5625.8,640.00,9675.5,320.00,99341.6,40.00,59162960
25/017,2025-02-15,1,8,21,25,29,34,4,29,3,3,4,2,2,0,3,1,0,0,0.00,2.5,694770.00,72.5,63880.00,210.2,9600.00,4073.4,640.00,6942.4,320.00,81746.1,40.00,47753312
25/016,2025-02-13,5,26,29,32,42,45,36,"5,26",1,5,3,3,1,0,2,1,2,0,0.00,1,1735670.00,42,110200.00,101.5,9600.00,2485.7,640.00,3561,320.00,50847.8,40.00,42283057
25/015,2025-02-11,5,15,20,26,30,40,39,,3,3,2,4,1,2,2,1,0,1,27165300.00,3.5,724360.00,289.5,23350.00,340,9600.00,8319,640.00,7711.2,320.00,118732.2,40.00,70993987
25/014,2025-02-08,1,7,21,27,33,45,17,"1,45",3,3,6,0,2,0,2,1,1,0,0.00,6,304930.00,171.5,28440.00,510.4,9600.00,6397.9,640.00,11058,320.00,102359.2,40.00,57728492
25/013,2025-02-06,1,4,18,25,38,45,23,18,3,3,3,3,2,1,1,1,1,0,0.00,1,1783040.00,84,56600.00,287.5,9600.00,5109.4,640.00,8250.9,320.00,97202,40.00,51724315
25/012,2025-02-04,3,13,15,18,19,24,37,18,6,0,4,2,1,4,1,0,0,0,0.00,0.5,721520.00,76,50630.00,180.5,9600.00,5562.6,640.00,5035.1,320.00,91386.3,40.00,42353635
25/011,2025-02-02,14,18,30,36,40,42,1,"14,36",2,4,0,6,0,2,1,2,1,1,193762620.00,12,1215620.00,536.5,72500.00,1358,9600.00,29767.6,640.00,42866.3,320.00,569761.9,40.00,380697962
25/010,2025-01-25,7,14,19,31,36,45,24,,3,3,4,2,1,2,0,2,1,2,7578090.00,1,1580300.00,62,84960.00,204.5,9600.00,3961.2,640.00,5473.9,320.00,75878,40.00,51547722
25/009,2025-01-23,3,6,24,25,34,37,45,,3,3,3,3,2,0,2,2,0,0,0.00,0.5,834970.00,50.5,88180.00,127,9600.00,3505.7,640.00,4022.2,320.00,72790.4,40.00,43343702
25/008,2025-01-21,16,22,33,43,48,49,8,,2,4,3,3,0,1,1,1,3,1,24588320.00,3,873060.00,116.5,59950.00,365,9600.00,6223,640.00,9706.5,320.00,108389.9,40.00,71603316
25/007,2025-01-18,3,4,6,12,18,32,28,"3,4",5,1,1,5,3,2,0,1,0,0.5,16730720.00,6,346480.00,268,20680.00,649.5,9600.00,11180.2,640.00,14642,320.00,164579.8,40.00,70509097
25/006,2025-01-16,1,3,4,19,38,45,39,3,4,2,4,2,3,1,0,1,1,0,0.00,2.5,947930.00,76,83150.00,239.5,9600.00,5678.3,640.00,7272.3,320.00,117535.2,40.00,64108211
25/005,2025-01-14,3,5,11,12,18,48,6,,5,1,3,3,2,3,0,0,1,0,0.00,5,359030.00,164.4,29110.00,654.5,9600.00,8707.5,640.00,15627.4,320.00,139631.6,40.00,60887170
25/004,2025-01-11,8,15,26,27,30,35,2,35,2,4,3,3,1,1,3,1,0,0,0.00,3,576460.00,60,76860.00,187,9600.00,3814.5,640.00,6320.1,320.00,74082,40.00,46488612
25/003,2025-01-09,1,19,28,33,35,41,11,,2,4,5,1,1,1,1,2,1,0,0.00,0,0.00,41,100250.00,168.5,9600.00,2998.8,640.00,6182.1,320.00,61921.6,40.00,41152640
25/002,2025-01-07,8,13,18,23,31,47,16,23,4,2,4,2,1,2,1,1,1,2,69234020.00,14,844560.00,651.5,48390.00,1374.5,9600.00,34521.8,640.00,39843.6,320.00,596018.4,40.00,328821743
25/001,2025-01-02,9,23,42,44,45,46,22,,2,4,3,3,1,0,1,0,4,0,0.00,9.5,982330.00,309.5,80400.00,932,9600.00,18834,640.00,25306,320.00,334380.7,40.00,241793017
24/140,2024-12-28,1,3,5,18,26,35,14,18,4,2,4,2,3,1,1,1,0,0,0.00,5.5,668690.00,207.5,47260.00,531.5,9600.00,12688.6,640.00,14010.3,320.00,213728.5,40.00,107128037
24/139,2024-12-24,8,11,18,23,25,41,45,23,4,2,4,2,1,2,2,0,1,0,0.00,7,476080.00,178.5,49780.00,377.5,9600.00,9755.7,640.00,9650.5,320.00,178035.4,40.00,92452676
24/138,2024-12-21,14,20,21,22,23,30,18,,5,1,2,4,0,2,4,0,0,0,0.00,1,2321600.00,117.5,52680.00,354.5,9600.00,6437.4,640.00,8719.4,320.00,107978.2,40.00,65209192
24/137,2024-12-19,1,2,3,36,37,41,10,,3,3,4,2,3,0,0,2,1,0,0.00,1,2111000.00,84,67010.00,196,9600.00,4262.3,640.00,6956.3,320.00,85110.6,40.00,55481497
24/136,2024-12-17,9,11,23,26,30,48,28,,3,3,3,3,1,1,3,0,1,0,0.00,2,906560.00,125,38680.00,309,9600.00,6031.6,640.00,8624,320.00,101164.1,40.00,53670069
24/135,2024-12-14,1,16,18,36,37,46,38,"16,37",3,3,2,4,1,2,0,2,1,0,0.00,0,0.00,53,80290.00,178,9600.00,3203.2,640.00,4741.5,320.00,59590.5,40.00,41841314
24/134,2024-12-12,10,14,16,21,37,49,22,,4,2,3,3,1,2,1,1,1,0,0.00,0.5,695985.00,83.5,44450.00,121.5,9600.00,3894.4,640.00,3651.3,320.00,54974.8,40.00,36924849
24/133,2024-12-10,3,18,24,33,43,44,4,"18,33",3,3,3,3,1,1,1,1,2,2,19566290.00,7,376040.00,211.5,33180.00,568,9600.00,8316.4,640.00,10321.9,320.00,136277.6,40.00,77591011
24/132,2024-12-07,1,15,18,33,34,39,22,,3,3,4,2,1,2,0,3,0,0,0.00,5,449320.00,66,90770.00,273,9600.00,5067.7,640.00,6956.7,320.00,94715.4,40.00,60265911
24/131,2024-12-05,5,12,27,29,38,40,22,,2,4,3,3,1,1,2,2,0,0,0.00,3.5,576250.00,99.5,54050.00,237,9600.00,5492,640.00,6926,320.00,99433.8,40.00,55745011
24/130,2024-12-03,2,13,15,17,22,28,23,,5,1,3,3,1,3,2,0,0,0,0.00,1.5,1276740.00,80,63830.00,235,9600.00,4891.3,640.00,6491.4,320.00,89792.6,40.00,52529161
24/129,2024-11-30,10,14,23,24,33,41,38,33,4,2,3,3,1,1,2,1,1,0,0.00,1,1566600.00,70,59680.00,164,9600.00,3429.2,640.00,4594.7,320.00,64332.1,40.00,41439147
24/128,2024-11-28,9,15,26,32,33,44,1,44,2,4,3,3,1,1,1,2,1,0,0.00,1,1371390.00,39.5,92580.00,141.2,9600.00,2880.2,640.00,4072.1,320.00,55287,40.00,36119100
24/127,2024-11-26,8,11,12,28,29,44,34,,3,3,2,4,1,2,2,0,1,1.5,31396100.00,4,699950.00,308.5,24200.00,400,9600.00,12457.9,640.00,10203,320.00,185230.4,40.00,84661798
24/126,2024-11-23,1,2,7,14,15,25,35,"1,14",5,1,4,2,3,2,1,0,0,0,0.00,6,387250.00,203.2,30490.00,369.5,9600.00,8427.7,640.00,9023.4,320.00,133191.7,40.00,68386950
24/125,2024-11-21,1,3,6,14,32,34,12,32,4,2,2,4,3,1,0,2,0,0,0.00,3,730100.00,59.2,98660.00,221.5,9600.00,4463.4,640.00,8465.5,320.00,93373.4,40.00,58563862
24/124,2024-11-19,19,32,36,38,39,47,29,"19,38",1,5,3,3,0,1,0,4,1,0,0.00,4,550200.00,81,72450.00,207,9600.00,4452,640.00,6406.1,320.00,80715,40.00,57144818
24/123,2024-11-16,1,3,7,19,31,38,23,,4,2,5,1,3,1,0,2,0,0,0.00,2,763340.00,113.5,35860.00,269.5,9600.00,5987.8,640.00,7747.5,320.00,101386.2,40.00,47025558
24/122,2024-11-14,8,14,20,28,36,39,30,,3,3,1,5,1,2,1,2,0,0,0.00,0,0.00,59.5,66890.00,181,9600.00,3586.1,640.00,4902.2,320.00,66630.3,40.00,40506608
24/121,2024-11-12,5,13,22,27,45,46,7,27,3,3,4,2,1,1,2,0,2,0,0.00,3,474950.00,63,60310.00,155.5,9600.00,2643.9,640.00,4997.4,320.00,50654.3,40.00,37322491
24/120,2024-11-10,3,20,24,27,30,42,17,,3,3,2,4,1,1,3,0,1,1,13105110.00,1,1701700.00,61,74390.00,209,9600.00,3815.7,640.00,5615.7,320.00,74272.2,40.00,45920598
24/119,2024-11-07,11,17,33,36,40,44,2,11,2,4,3,3,0,2,0,3,1,0,0.00,3,501400.00,67,59860.00,134.5,9600.00,3615.7,640.00,4263.9,320.00,64773.5,40.00,39862458
24/118,2024-11-05,7,11,13,24,27,31,35,,4,2,5,1,1,2,2,1,0,1,13569080.00,0,0.00,175.7,24440.00,271.7,9600.00,7338.4,640.00,6491.7,320.00,112081.7,40.00,49859853
24/117,2024-11-02,14,16,25,40,41,45,27,16,2,4,3,3,0,2,1,1,2,0,0.00,1.5,1052680.00,50.5,83380.00,125.5,9600.00,2460.5,640.00,3582,320.00,46952.6,40.00,39191998
24/116,2024-10-31,7,13,16,22,23,31,6,13,5,1,4,2,1,2,2,1,0,0.5,4000000.00,2.5,596540.00,82.5,48200.00,278,9600.00,4171.5,640.00,7522.1,320.00,77407.3,40.00,43683034
24/115,2024-10-28,5,6,13,15,36,49,23,"13,49",4,2,4,2,2,2,0,1,1,3,33625630.00,8,1078200.00,329,69910.00,975,9600.00,17951.4,640.00,27128.9,320.00,345999.1,40.00,228601537
24/114,2024-10-22,13,21,28,30,41,49,3,,2,4,4,2,0,1,3,0,2,0,0.00,3.5,1525990.00,196.5,72480.00,551.5,9600.00,11171.5,640.00,16287.3,320.00,216829.1,40.00,140896033
24/113,2024-10-17,11,17,22,26,33,46,35,,3,3,3,3,0,2,2,1,1,0,0.00,1,2197050.00,146.5,39990.00,258,9600.00,7443.2,640.00,7125,320.00,117738.3,40.00,62186567
24/112,2024-10-15,19,36,37,43,44,49,8,19,1,5,4,2,0,1,0,2,3,0,0.00,2,1148970.00,71,86300.00,146,9600.00,3524,640.00,5312.5,320.00,69882.4,40.00,56670107
24/111,2024-10-12,4,8,9,19,20,48,21,48,5,1,2,4,3,2,0,0,1,0,0.00,7,183560.00,154.5,22170.00,332,9600.00,6468.7,640.00,7411.6,320.00,95566.3,40.00,42836150
24/110,2024-10-10,10,33,35,40,44,48,6,"10,40",1,5,2,4,1,0,0,3,2,0,0.00,1,1545620.00,37.5,109910.00,106.5,9600.00,2569,640.00,3830.2,320.00,51057.8,40.00,38678222
24/109,2024-10-08,10,16,24,32,37,40,19,32,3,3,1,5,1,1,1,3,0,3.5,30972690.00,34.5,274430.00,592.5,42610.00,1688,9600.00,28090.2,640.00,35893.9,320.00,428234.6,40.00,269825272
24/108,2024-10-02,8,15,21,32,43,47,41,,3,3,4,2,1,1,1,1,2,0,0.00,3.5,1889190.00,246.5,71530.00,537.5,9600.00,12845,640.00,15839.5,320.00,239303.5,40.00,168741399
24/107,2024-09-26,2,4,29,35,38,49,14,49,2,4,3,3,2,0,1,2,1,0,0.00,1,2023290.00,45,119890.00,125,9600.00,3067,640.00,4602.7,320.00,67087.6,40.00,50072730
24/106,2024-09-24,9,17,28,31,40,49,25,,2,4,4,2,1,1,1,2,1,0,0.00,1,1700440.00,56.5,80250.00,200,9600.00,3794,640.00,5166,320.00,70645,40.00,45410832
24/105,2024-09-21,2,3,14,25,27,36,45,,3,3,3,3,2,1,2,1,0,0,0.00,1,1386960.00,65.5,56460.00,120.5,9600.00,3270.1,640.00,3437,320.00,60811,40.00,36519524
24/104,2024-09-19,5,18,21,24,44,47,20,"5,18,21,24,44",4,2,3,3,1,1,2,0,2,1,8000000.00,1.5,38400.00,489,19200.00,181.5,9600.00,3665,640.00,4302.2,320.00,53730.3,40.00,37112427
24/103,2024-09-17,5,18,21,24,27,44,10,18,4,2,3,3,1,1,3,0,1,1.5,50366360.00,4.5,1522180.00,251,72770.00,740,9600.00,15578,640.00,24177.1,320.00,297824,40.00,184377147
24/102,2024-09-12,14,18,20,25,32,43,45,20,3,3,2,4,0,3,1,1,1,0,0.00,0,0.00,43.5,94890.00,123.5,9600.00,2515.5,640.00,3072.7,320.00,48524.6,40.00,38457195
24/101,2024-09-10,1,12,16,20,21,30,27,,5,1,2,4,1,3,2,0,0,1,27998840.00,3,693380.00,144,38520.00,305.5,9600.00,7317.4,640.00,8360.4,320.00,120813,40.00,60931072
24/100,2024-09-07,5,24,26,32,35,40,16,,2,4,2,4,1,0,2,3,0,0,0.00,2,1156440.00,72,85660.00,333.5,9600.00,4936.1,640.00,8657.2,320.00,93445.8,40.00,62839177
24/099,2024-09-03,2,3,7,25,46,48,13,2,3,3,3,3,3,0,1,0,2,0,0.00,0,0.00,70.5,64480.00,164,9600.00,3869,640.00,5666.8,320.00,79052.4,40.00,45749297
24/098,2024-08-31,2,21,34,36,41,47,31,,2,4,3,3,1,0,1,2,2,0,0.00,3.5,406740.00,31,122460.00,116.5,9600.00,1907.2,640.00,3389.2,320.00,40049.2,40.00,35077215
24/097,2024-08-29,6,7,18,24,28,29,1,,4,2,2,4,2,1,3,0,0,1.5,13080890.00,6,237320.00,161,23580.00,539.5,9600.00,7453.1,640.00,11752.4,320.00,113796.1,40.00,48296578
24/096,2024-08-27,2,15,23,33,34,39,19,15,3,3,4,2,1,1,1,3,0,0,0.00,0.5,854905.00,57,79990.00,213.5,9600.00,3322.2,640.00,4875.9,320.00,64544.1,40.00,44967321
24/095,2024-08-24,9,15,19,28,31,41,42,9,3,3,5,1,1,2,1,1,1,0,0.00,0,0.00,50,72800.00,106.5,9600.00,2779.3,640.00,3227.5,320.00,53360.2,40.00,35064153
24/094,2024-08-22,8,9,16,21,32,33,34,16,4,2,3,3,2,1,1,2,0,1,8000000.00,3,399020.00,109,29280.00,180.7,9600.00,4583.2,640.00,4499,320.00,78508.4,40.00,35742053
24/093,2024-08-20,1,4,16,26,39,49,7,26,3,3,3,3,2,1,1,1,1,2,4000000.00,1,1062790.00,51.5,68780.00,240,9600.00,3119.7,640.00,6905.9,320.00,59335.6,40.00,37949905
24/092,2024-08-17,6,13,19,21,26,28,9,,4,2,3,3,1,2,3,0,0,1,11836290.00,3,426250.00,67.5,50510.00,372,9600.00,4044,640.00,9415.1,320.00,71096.7,40.00,40838742
24/091,2024-08-15,3,16,33,35,39,44,8,35,2,4,4,2,1,1,0,3,1,0,0.00,3,458500.00,41,89460.00,150,9600.00,2358.7,640.00,4810.1,320.00,48550.4,40.00,35851187
24/090,2024-08-13,7,9,20,21,30,35,26,"21,35",4,2,4,2,2,1,2,1,0,1,8071050.00,1,1357010.00,96.5,37490.00,203.5,9600.00,4696.7,640.00,5501.1,320.00,82061.9,40.00,39918635
24/089,2024-08-10,8,12,21,35,44,45,2,8,3,3,3,3,1,1,1,1,2,0.5,4000000.00,4,330510.00,42,83930.00,176,9600.00,2743,640.00,4756.6,320.00,52557.3,40.00,35562687
24/088,2024-08-08,3,6,7,8,11,29,49,"3,7",5,1,4,2,4,1,1,0,0,4,2000000.00,5.5,38400.00,461.7,19200.00,266,9600.00,13172.1,640.00,6310,320.00,135333.3,40.00,38841130
24/087,2024-08-06,3,4,7,13,27,41,38,,4,2,5,1,3,1,1,0,1,0.5,4000000.00,0.5,319882.50,144.5,23610.00,166,9600.00,5396.9,640.00,4609.4,320.00,85918.1,40.00,38296228
24/086,2024-08-03,5,6,8,22,26,44,40,,4,2,1,5,3,0,2,0,1,1,8000000.00,3.5,329900.00,84.5,36430.00,165.5,9600.00,4826.9,640.00,3740.2,320.00,77615.8,40.00,34549382
24/085,2024-08-01,2,9,16,39,43,46,20,,3,3,3,3,2,1,0,1,2,1,8000000.00,3.5,398780.00,61,61010.00,107,9600.00,2287.5,640.00,3031.7,320.00,46515.4,40.00,34881626
24/084,2024-07-30,6,7,17,20,21,25,26,,5,1,4,2,2,2,2,0,0,1,49808800.00,3,1312080.00,263.5,39830.00,667.5,9600.00,14101.3,640.00,16314,320.00,237045.5,40.00,117186138
24/083,2024-07-25,3,16,18,26,43,45,9,,3,3,3,3,1,2,1,0,2,0,0.00,1.5,1093580.00,82.5,53020.00,242,9600.00,3725.5,640.00,6948.2,320.00,65723.1,40.00,45106130
24/082,2024-07-23,12,13,24,25,27,34,4,,3,3,3,3,0,2,3,1,0,0,0.00,0,0.00,109.5,33760.00,184.2,9600.00,5080.5,640.00,5583.7,320.00,79217.8,40.00,40483478
24/081,2024-07-20,17,18,31,33,39,41,14,18,2,4,5,1,0,2,0,3,1,1,8000000.00,0,0.00,67.7,53840.00,107,9600.00,2879.1,640.00,3078.2,320.00,52386.3,40.00,35078312
24/080,2024-07-18,11,12,18,28,29,30,39,11,3,3,2,4,0,3,3,0,0,2,23269430.00,9.5,247370.00,376,19200.00,482.5,9600.00,12700.1,640.00,11045.5,320.00,181146.6,40.00,79757243
24/079,2024-07-16,11,13,17,34,40,47,21,17,3,3,4,2,0,3,0,2,1,0,0.00,5,568970.00,98.5,77010.00,297.5,9600.00,5654.5,640.00,9569,320.00,110321.4,40.00,74955723
24/078,2024-07-13,17,21,24,27,29,48,8,29,3,3,4,2,0,1,4,0,1,0,0.00,1,2184630.00,110.5,52720.00,310,9600.00,5954.4,640.00,8342.6,320.00,104931.9,40.00,61218507
24/077,2024-07-11,8,20,29,33,34,44,12,,2,4,2,4,1,1,1,2,1,0.5,24400275.00,1.5,2102270.00,123,68360.00,326.5,9600.00,6576.9,640.00,10528.7,320.00,125603.3,40.00,83426066
24/076,2024-07-09,18,25,30,35,36,40,44,,1,5,2,4,0,1,2,3,0,0,0.00,0.5,1299610.00,130,53310.00,236,9600.00,6702.7,640.00,6634,320.00,113722.5,40.00,69082776
24/075,2024-07-07,1,2,17,27,34,41,22,27,3,3,4,2,2,1,1,1,1,0,0.00,1,2836370.00,96.5,78370.00,271,9600.00,5854.2,640.00,8043.3,320.00,116367.5,40.00,74319661
24/074,2024-07-02,5,8,15,21,27,37,2,21,4,2,5,1,2,1,2,1,0,0,0.00,3,603310.00,125.5,38450.00,364.5,9600.00,5369.6,640.00,8946.9,320.00,94018,40.00,53514413
24/073,2024-06-29,7,21,29,30,36,46,42,30,2,4,3,3,1,0,3,1,1,0,0.00,1,1686080.00,58.5,76850.00,191,9600.00,4076.8,640.00,4739.6,320.00,73570.3,40.00,45213609
24/072,2024-06-27,2,17,24,30,32,40,16,"30,40",3,3,1,5,1,1,2,2,0,0.5,11245790.00,1,1930740.00,74.5,69100.00,248.5,9600.00,4011,640.00,6716.3,320.00,78544.8,40.00,51836036
24/071,2024-06-25,21,30,34,40,48,49,16,"34,49",1,5,2,4,0,0,2,2,2,0,0.00,0,0.00,58,84290.00,118,9600.00,3550,640.00,4037.7,320.00,63010.6,40.00,46101446
24/070,2024-06-22,18,25,28,34,42,49,14,42,1,5,2,4,0,1,2,1,2,0,0.00,0,0.00,37.5,97110.00,99.5,9600.00,2124.5,640.00,3196.7,320.00,46407.7,40.00,34112843
24/069,2024-06-20,14,21,26,27,42,46,45,,2,4,2,4,0,1,3,0,2,1,15063020.00,1,1818640.00,65.5,74040.00,142,9600.00,2954.5,640.00,3833.5,320.00,60041.5,40.00,45385596
24/068,2024-06-18,9,16,31,33,38,48,23,,2,4,3,3,1,1,0,3,1,0,0.00,3.5,418240.00,59,66160.00,244,9600.00,3389.4,640.00,5527.6,320.00,64076.5,40.00,40640635
24/067,2024-06-16,3,7,13,17,21,49,4,,5,1,6,0,2,2,1,0,1,0.5,4000000.00,0,0.00,136,23830.00,254,9600.00,5606.9,640.00,7038,320.00,80379.8,40.00,38909305
24/066,2024-06-13,1,5,15,19,25,39,46,19,4,2,6,0,2,2,1,1,0,1,67718480.00,7,752300.00,302.5,46420.00,531.5,9600.00,14944.9,640.00,13842.5,320.00,251302.1,40.00,142887860
24/065,2024-06-09,6,9,12,17,19,42,13,"6,19",5,1,3,3,2,3,0,0,1,0,0.00,10,464000.00,326,37950.00,838.5,9600.00,17871.6,640.00,21614.9,320.00,293214.3,40.00,141383379
24/064,2024-06-04,6,11,19,21,27,43,44,6,4,2,5,1,1,2,2,0,1,0,0.00,2,746840.00,71.5,55700.00,148,9600.00,3787.7,640.00,4027,320.00,69982.2,40.00,40112021
24/063,2024-06-01,6,18,28,33,36,48,11,,2,4,1,5,1,1,1,2,1,1,23177670.00,4.5,358020.00,142.5,30140.00,316.5,9600.00,7597.7,640.00,8244.6,320.00,106109.2,40.00,51010163
24/062,2024-05-30,1,24,25,27,30,32,13,,2,4,3,3,1,0,4,1,0,0,0.00,2,868220.00,78,59360.00,213,9600.00,4503.4,640.00,6784.6,320.00,83021.3,40.00,48119774
24/061,2024-05-28,33,37,38,43,44,46,32,"37,46",0,6,3,3,0,0,0,3,3,0,0.00,2,855840.00,60,76070.00,247.5,9600.00,3263,640.00,5216.4,320.00,57352.1,40.00,45141666
24/060,2024-05-25,7,26,30,37,46,49,25,,1,5,3,3,1,0,2,1,2,0,0.00,2,662240.00,41.5,85100.00,120,9600.00,2316.5,640.00,3946,320.00,48182.4,40.00,34063801
24/059,2024-05-23,5,9,18,21,36,40,13,40,4,2,3,3,2,1,1,2,0,1,36769230.00,1,2291780.00,129.5,47190.00,307.2,9600.00,6782.1,640.00,8499.4,320.00,116855.7,40.00,64669091
24/058,2024-05-21,2,3,4,15,37,40,8,,4,2,3,3,3,1,0,2,0,0,0.00,1,2216200.00,79.5,74330.00,234.7,9600.00,4352.9,640.00,8973.1,320.00,87413.4,40.00,59063126
